var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
,293.5979315794744,1238.288443492367,0.0045924381713837,16.897338877722255,2965.985443461804,-0.0112567055001767,50.884882064255024,,96.0824181929549,val_3,val_3,val_1,val_1,val_0,de4bc,,e62e2,8a3e2,2adde,
-0.0147765779161053,-421.3206086435188,,0.0060558706779323,15.632441167170894,2178.920600635379,,57.25160327447422,,-91.21085963042196,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,548bc
0.0478980635754279,,,0.0034530728147227,2.220317883297826,-914.8057939980364,,14.885191645490044,,36.14933734474437,val_2,val_3,val_2,val_2,val_1,a9223,4c8db,1da64,8a3e2,2ea90,
,,,-0.0089635102404004,7.187837458208493,-162.868010710519,,-1.8041512357834648,,217.2199353774684,val_4,val_6,val_1,val_0,val_0,de4bc,,1da64,8a3e2,2adde,
,,,-0.0078426067178249,18.021617797663755,-694.4676107464495,-0.1410954179310294,-15.4664230678238,,50.04109701053776,val_2,val_1,val_2,val_2,val_1,8cf49,,e62e2,8a3e2,2adde,
0.034811699723906,-429.6882250162242,,-0.0019259338951312,-6.4232771129277575,1209.0359908616897,,-78.9281242144102,,-66.02702737508085,val_4,val_6,val_0,val_3,val_0,e82f8,,d73de,cfcb8,2adde,548bc
,,,-0.0027197272738186,10.335467324940954,-1351.095328876842,,105.66036512915406,,-134.61651914782382,val_2,val_1,val_0,val_0,val_1,8cf49,,d73de,8a3e2,39575,
,,,0.0079774315239567,-13.45592150921909,3591.3873448547897,,94.03207037607308,-201.0514965485916,-98.93814369399776,val_4,val_4,val_0,,val_2,de4bc,,e62e2,cfcb8,7ef86,
,-194.3023997798992,,0.0098635892427959,-18.625773584007163,741.7974637114296,,81.80895096346856,-111.40152645936357,-167.35881131797552,val_0,val_3,val_1,val_1,val_2,3e39e,,e62e2,2fa6e,d34b0,
,,,5.424696746732786e-05,21.99298124591444,2676.707696565556,,-42.79905874344188,,146.31134471990433,val_2,val_5,val_2,val_2,val_0,3e39e,,1da64,cfcb8,2ea90,548bc
0.0523169087512323,,,0.0036721662317338,7.644133335474617,-1782.6380160134922,,46.18547550362521,,61.5267275287198,val_2,val_2,val_2,val_2,val_1,8cf49,,e62e2,8a3e2,7ef86,548bc
,195.9024100552478,,0.0009510116283383,-0.7680816229419543,-866.7865538855538,,37.47392529328386,,41.35820418033922,val_2,val_2,val_1,val_2,val_1,0d754,,1da64,8a3e2,2ea90,
0.2196424279438975,,,0.0133853839613801,-19.192807488666528,-5.832007368325811,0.0382851146896595,73.59559810595984,,-156.3089601589394,val_0,val_4,val_3,val_0,val_2,3e39e,,1da64,2fa6e,7ef86,
,,,-0.0006947596623555,-20.22373841779399,-3021.92792440661,-0.2055415078766037,108.39896179502244,-252.94997711187915,-206.8080821294402,val_0,val_2,val_3,val_1,,0d754,,e62e2,2fa6e,d34b0,
0.1415307423798822,854.6902320500012,-926.2442592959042,-0.0072064331148583,21.33961991076476,4039.2735413310807,,-13.147210529366884,,24.60915290080384,val_2,val_4,val_1,val_3,val_0,dc12d,4c8db,e62e2,2fa6e,2ea90,
,310.79860471654496,,0.0050728449936409,6.96010225521932,-1389.9757113669218,,37.51169743269068,-9.689092969081964,53.72309797124109,val_2,val_2,val_2,val_2,val_1,8cf49,,1da64,8a3e2,2ea90,
,,,-0.0019541817321507,1.8966911756813227,1503.0646601932444,0.0879932607151152,48.63756339259781,,20.508119786101247,val_5,val_4,val_1,val_1,val_0,de4bc,,1da64,2fa6e,39575,
,,,0.0036989657068585,23.86987915266965,2467.454885810432,0.170119040282786,-77.62649360606511,,109.17984069740172,val_1,val_6,val_3,val_3,val_0,42b95,,e62e2,8a3e2,2ea90,
,-541.0102949108261,4276.301268567127,0.0083981452818404,9.018614386666972,2947.7267434517034,,67.15916056063574,,-93.35839016900248,val_4,val_2,val_2,val_2,val_2,dc12d,,1da64,cfcb8,2adde,548bc
,328.35044917702305,,0.0015088506021289,5.931138510123433,-1016.2966381063828,,30.208266724557912,54.9767898080144,110.71424711491868,val_2,val_4,val_2,val_1,val_1,8cf49,,1da64,8a3e2,2ea90,548bc
0.0461457000494531,,,0.0024061911011267,1.5661768913277236,-1129.0659781886657,,28.423617907676142,,48.05361398914671,val_2,val_3,val_2,val_2,val_1,de4bc,4c8db,1da64,2fa6e,2ea90,
,64.87167083877617,,0.0102479051404571,-16.568489928984835,-1884.5469406170305,-0.1295551456479649,77.64685962026184,,-37.88522626115616,val_4,val_5,val_0,val_1,val_2,571c0,,e62e2,2fa6e,d34b0,548bc
,,,0.0041271502396771,23.695068984534903,2287.385706519045,0.019096760513291,-64.93007452256914,,173.7737209416915,val_2,val_6,val_3,val_3,val_0,dc12d,,1da64,cfcb8,2ea90,
,,,0.0065991545706952,-19.696940156847205,-2393.916182050342,,76.2975317077696,,-175.83570932456757,val_0,val_1,val_2,val_2,val_2,571c0,,d73de,8a3e2,d34b0,
,233.8931037920278,,-0.0001645107727037,3.602897959266506,-464.8905701113765,0.1051148230920411,63.57418399225215,,83.339693212919,val_3,val_4,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,
,396.54189193433695,,-0.0052651697669934,6.559395138917977,1345.9029813501656,,11.455484742833852,,136.58480478775087,val_2,val_4,val_1,val_0,val_0,de4bc,f1bdb,1da64,8a3e2,2adde,
0.1447727038067668,-615.188834628022,-744.66252035466,0.0022661918667737,-17.017238176833853,34.444712909389224,-0.0334909293828535,46.94088650297767,-324.32877755588135,-116.02642138462632,val_5,val_3,val_2,val_2,val_2,8cf49,f1bdb,e62e2,8a3e2,d34b0,
,,,0.0056178057357526,8.010742324936825,-1425.7171370101598,,44.99412018651074,,114.66806763604656,val_1,val_1,val_2,,val_1,0d754,,e62e2,8a3e2,7ef86,
-0.1092789899111299,,4646.748530423572,0.0044385858096144,8.038364799807223,2588.514868224162,-0.2343291311084132,76.83450078065725,,-140.66314626953945,val_4,val_2,val_2,val_2,val_2,dc12d,3e294,e62e2,cfcb8,2adde,
,,,0.0083570806370706,23.39411091046773,2309.725211719977,,-38.20076170802803,,136.41125629901714,val_5,val_6,val_2,val_1,,3e39e,f1bdb,1da64,cfcb8,2ea90,548bc
,,,0.006203215449327,14.68432982099846,-1682.5402925156204,,51.29975748248817,,134.2362997868344,val_0,val_1,val_3,val_1,val_1,dc12d,f1bdb,e62e2,2fa6e,7ef86,548bc
,,,0.0037170986719726,6.221706025171394,-455.23155244140287,,26.34838958352024,,11.98776365221617,val_2,val_4,val_2,val_2,val_1,0d754,,1da64,cfcb8,d34b0,548bc
,-258.7301412194353,,-0.0002110266566918,-0.7347698933260767,1275.0451710151813,,-88.85556361883626,,10.331139439776743,val_4,val_6,val_0,val_2,val_0,e82f8,3e294,d73de,cfcb8,2adde,
,,4001.871082997947,0.0057393959558186,10.506252306953389,2056.7523016845475,-0.1490667438159196,-62.0084733600722,,-65.3063395136162,val_6,val_6,val_2,val_1,val_1,dc12d,,d73de,2fa6e,2adde,548bc
,-302.1369667620468,-1972.333195593932,-0.0028015535067768,-14.047565486161345,3520.1175660643403,,72.45021290240247,,-131.5941416543264,val_1,val_3,val_0,val_1,val_2,de4bc,3e294,e62e2,cfcb8,7ef86,
,,,0.010989551515844,17.28792788918189,1614.1621876314052,0.0457860830551575,106.98583026122436,,-85.87712380912215,val_4,val_1,val_0,val_0,val_1,8cf49,,d73de,8a3e2,39575,548bc
,744.7054174452188,,-0.001828104697258,25.28885456584905,1963.171200987461,,-76.18403162102014,,151.9457021742564,val_0,val_6,val_3,val_3,val_0,42b95,4c8db,1da64,2fa6e,2ea90,
,,,0.0068164437494319,19.54912403504845,2014.8649654278336,-0.2192616537681173,72.92021360394608,114.78976245931888,-94.7103434569983,val_3,val_3,val_3,val_1,val_1,dc12d,,e62e2,cfcb8,d34b0,548bc
,,,-0.0008985244631456,-0.8811550225363248,44.80380849079704,,-44.89064769502741,,0.8172587483083265,val_4,val_3,val_0,val_3,val_1,e82f8,,d73de,8a3e2,2ea90,
,,3434.132436001931,0.0079575349511824,10.347310972906811,3166.86102465602,,96.01128950877992,-254.32103827939764,61.83234152102757,val_5,val_4,val_0,val_0,val_0,8cf49,,d73de,8a3e2,39575,548bc
0.0646903775431561,-175.93411088672673,,-0.0052657945224378,-16.624683603093704,3502.632039079662,,73.93445947779556,,-143.37898970452014,val_2,val_4,val_0,,val_2,de4bc,,e62e2,cfcb8,7ef86,
,,,0.0030805111147483,3.566357880773997,-2029.2948121069464,,25.795909350149586,,63.28859431452669,val_3,val_2,val_2,val_2,val_1,3e39e,f1bdb,d73de,8a3e2,2ea90,
,,,0.0129980881666721,4.026933559078311,915.5494254981128,,99.48995025556776,,139.54224960862413,val_5,val_4,val_2,val_0,val_2,8cf49,,d73de,8a3e2,7ef86,
,,4473.997859553984,0.0082187252695677,11.747712471235737,4136.406076667117,,79.975204369906,386.707390426925,-188.3565623384609,val_4,val_1,val_2,val_2,val_2,dc12d,4c8db,e62e2,cfcb8,2adde,
0.0461101872313826,,2865.777973590238,-0.0026708173354525,6.907831596916204,-34.97954026062691,0.1043595182910592,-17.256606665185323,-196.5405144053844,205.256914505769,val_2,val_1,val_0,val_0,val_2,e82f8,,1da64,8a3e2,2adde,
,,,0.000287554448429,2.835123100672839,-144.63380130404525,,66.33557674823942,,69.49240874760834,val_3,val_4,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,
,,,0.0064886464701564,11.212692743307858,3675.78204984271,,25.028021253129776,,-59.26390469358306,val_5,val_3,val_2,val_2,val_1,dc12d,,1da64,2fa6e,39575,548bc
,-354.39555427982333,,-0.0045379195352315,-0.5762257869289134,-473.7913552974821,,52.17061121649299,,-114.00730808708698,val_5,val_1,val_2,val_0,val_2,de4bc,,1da64,8a3e2,39575,
,,,-0.0050732680300359,22.178368474439893,1192.7252488461388,,-70.96452523547414,-79.59228645193829,110.152318677951,val_2,val_1,val_3,,val_0,dc12d,,1da64,2fa6e,2adde,548bc
,,,0.0052604757360342,17.990679652758274,664.6967990217493,0.0821660036832033,13.86392751458042,,157.99268132130416,val_0,val_0,val_2,val_0,val_1,dc12d,,e62e2,2fa6e,2adde,548bc
,,-138.2585239499754,0.0117002373632039,-17.529727728208847,-1837.1112305195625,,84.16279031777312,,-131.77257849483112,val_1,val_5,val_0,val_1,val_2,571c0,,e62e2,2fa6e,d34b0,
,,,-0.0072324763825516,-1.2698619918948513,-390.0476674298913,,4.920198208035363,-325.39323896606044,218.35894534183623,val_1,val_4,val_0,,val_1,de4bc,,1da64,8a3e2,2adde,
,,,-0.0095319210610044,24.57227575276466,182.85266160551504,,-78.79798093326343,51.89544267617762,146.64682486141194,,val_0,val_3,,val_0,42b95,,1da64,2fa6e,2adde,548bc
,767.8075389671917,,-0.0049686351163116,20.9752497486361,894.3896288538663,0.1369242388978462,-21.650288129072468,,142.17823129666863,val_2,val_5,val_2,,val_0,0e536,,e62e2,2fa6e,2adde,
,,,-0.0022443249482138,21.54455086127249,3467.097658782164,,-23.93925010759393,,60.36359982881404,val_1,val_4,val_2,val_3,val_0,dc12d,,e62e2,2fa6e,2ea90,
,568.3871197776484,2803.1077023941484,-0.0069974043789939,-1.6281326469404536,269.7193258827456,0.1759555770887199,29.120060712957464,,203.32651959249893,val_2,val_4,val_0,val_0,val_1,de4bc,f1bdb,1da64,8a3e2,2adde,
,529.9330994901038,,0.0014415743116206,7.356695799965766,1496.9373403672705,,-10.298848075831527,,186.00744929378897,val_1,val_5,val_0,val_1,val_2,8cf49,,e62e2,8a3e2,2adde,
,-334.09723740433594,,-0.0002176707629425,-4.620661486128211,3545.098491100476,,38.17606888713846,,-74.85741081886073,val_3,val_5,val_1,val_1,val_1,de4bc,,e62e2,cfcb8,d34b0,548bc
0.024360695091974,-437.8798907475028,4111.405116196088,0.0018415326372467,-1.4144673506799956,1227.735097289872,,-65.80813018216313,,-40.95715932072479,val_4,val_6,val_0,val_1,val_0,a9223,,d73de,cfcb8,2adde,
,,,-0.0116942383725178,22.375930188146743,827.7558321960865,,-58.49179675986792,-74.14519029305363,98.48519109904753,val_3,val_1,val_3,,val_0,42b95,,1da64,cfcb8,2adde,548bc
,,3359.428351805928,-0.0081774464775608,7.155690297890368,38.73568843849508,,-18.918496028994937,,210.83117163523784,val_3,val_5,val_1,val_0,val_0,de4bc,,1da64,8a3e2,2adde,548bc
,819.6206687331385,1169.6302463691611,-0.0018517912698253,23.50857572178889,3939.305019561875,,-37.842918900137306,,129.36950156686078,val_0,val_4,val_2,val_3,val_0,dc12d,f1bdb,e62e2,8a3e2,2adde,548bc
-0.038428758187473,714.2175054201854,,-0.0007725807325181,22.53542940455676,2472.953005102322,,-54.923315038223606,,129.43219407828053,val_1,val_5,val_3,val_3,val_0,dc12d,,1da64,2fa6e,2ea90,548bc
,,,0.0001865746750538,22.37377001573944,2449.810615571741,0.0367457307313651,-44.764428562644525,317.8478212508241,144.1513012808822,val_2,val_5,val_2,val_2,val_0,3e39e,,1da64,cfcb8,2ea90,
0.0608213152835943,,,0.0018820969279526,4.145559783610531,285.06969243388505,-0.0891131671317349,29.9312945828219,,-3.804057244003234,val_3,val_3,val_2,val_2,val_1,a9223,,1da64,8a3e2,7ef86,548bc
,,,0.0106145663192339,-19.72403150824659,-3883.9462384109647,,62.876646239971,,138.04598193561176,val_5,val_7,val_0,val_0,val_2,571c0,,e62e2,2fa6e,2ea90,548bc
,,,0.0021462954653129,1.4204364081624472,-1227.0365420827795,0.007843105452139,7.342935336260275,,35.44369456593987,,val_3,val_2,,val_1,de4bc,,1da64,8a3e2,2ea90,
,-383.23765107428113,,-0.0033280978254895,9.357452511037108,-927.846934317588,-0.1403570231365115,83.89134236025556,,-113.51627275166224,val_2,val_1,val_0,val_1,val_1,571c0,,d73de,8a3e2,2adde,
0.0022176806983457,-53.48678990788397,1997.5722285320044,-0.0012528226422823,15.845944693763462,-1587.9734556337294,,58.00964921080045,,13.284864993007554,val_5,val_1,val_1,val_3,val_2,8cf49,f1bdb,e62e2,8a3e2,2adde,
0.0240834531626979,29.540177542633234,497.8124410250962,0.0088536374114649,22.8867606881909,-1100.180393551043,,83.96313556257303,,-2.039014979685541,val_2,val_2,val_3,,val_1,8cf49,,e62e2,2fa6e,7ef86,
,,,-0.0032182756653199,17.48664428964099,2929.7593840019067,,17.472268839105407,,-36.29858408469844,val_2,val_4,val_1,,val_0,3e39e,f1bdb,1da64,cfcb8,2adde,
,,4216.696672022345,0.011654569508848,18.6070164112873,2590.4298042263,,-2.379709463974386,,-2.7536344044590337,val_4,val_5,val_1,val_0,val_1,3e39e,f1bdb,d73de,cfcb8,7ef86,548bc
,,,0.0024481957471063,-0.7336646193013289,1755.0781497704695,,51.3274631736708,,-131.0964098370157,val_2,val_1,val_3,val_2,val_2,42b95,,e62e2,8a3e2,d34b0,
,,,0.0056450521476336,24.596991238866224,1373.4487559460406,-0.0042223495551563,-24.32058835884861,,111.36750212384358,val_3,val_5,val_3,val_3,val_0,8cf49,,e62e2,8a3e2,2ea90,
,,-700.4061396207964,0.003414135063105,17.507551904261813,-40.79989456362752,,8.498537984765186,,66.26302835796245,val_5,val_1,val_2,val_0,val_1,8cf49,,1da64,2fa6e,2adde,
,,,0.0050481764747296,21.934721460959544,2988.676730504781,,-31.008701238125703,,-87.32365190282154,val_6,val_5,val_1,val_2,val_0,3e39e,,d73de,cfcb8,2ea90,548bc
,,,0.0001998191947073,-9.603087791312763,2979.539231113429,,2.4761396360542096,,-112.40150453175607,val_4,val_4,val_0,val_2,val_1,8cf49,,d73de,cfcb8,2adde,548bc
,270.7446045686287,,-0.0030538863512647,5.663293754566321,1518.1595307503935,,-0.9359319972415184,,103.97558619371516,val_3,val_4,val_1,val_1,,de4bc,,1da64,8a3e2,2adde,
,101.9823984635844,1539.787441410957,-0.0068329488609379,16.814558216792587,1899.1338327613416,,-13.39959757886976,,-1.7878300291494749,val_2,val_2,val_1,,val_0,a9223,3e294,1da64,cfcb8,2adde,
,196.2785672821872,,0.0125395903276105,-20.05676130726229,-4196.998801170622,-0.1601877414421028,29.045109824775995,,129.20227353295368,,val_7,val_0,val_0,val_2,571c0,,e62e2,2fa6e,d34b0,
0.1401388737407728,,,-0.0031715566730741,14.079212336278529,1187.955990291652,0.0300222058672784,30.2480203648257,,89.29090546847944,val_5,val_4,val_3,val_0,val_0,de4bc,,1da64,cfcb8,7ef86,548bc
,,,-0.0072066979308615,2.983366959312756,-35.96516768083586,,16.67870246889619,,207.5305021155504,val_3,val_5,val_0,val_0,val_1,de4bc,f1bdb,1da64,8a3e2,2adde,
,,215.9349444658407,0.0091568765914983,-1.808444200096726,2276.897955684745,,71.6924813218278,-423.58739331596905,27.940244609704376,val_5,val_2,val_3,val_1,val_2,8cf49,,d73de,2fa6e,39575,
,-127.61067391157184,,0.0069039104676567,14.997924579298132,2549.9915307214483,,-2.1209518538826155,,-74.49050441588592,val_5,val_3,val_3,val_2,val_1,dc12d,,e62e2,2fa6e,39575,548bc
,669.495566690945,3822.1139017432033,-0.0105011332924793,5.403742228474554,2827.904618861502,,42.227270355959824,,216.82241877175088,val_2,val_5,val_1,val_0,val_0,de4bc,,1da64,8a3e2,2adde,
,-417.5651801994607,,-0.0027847522697943,-5.707773115356087,1211.2328446962197,-0.1564812126908666,-75.24223591768803,,-67.65206831475439,val_4,val_6,val_0,val_3,val_0,e82f8,,d73de,cfcb8,2adde,548bc
0.0863207405784622,,,-0.0017855516574884,-3.0180746618302647,-816.4966061251774,0.2317029021337219,-29.882417561584614,-173.73995737996606,172.9700151061652,val_3,val_4,val_0,val_1,val_1,de4bc,f1bdb,d73de,8a3e2,2ea90,
,,-420.0846300339685,0.0122186945166638,15.061675613330443,-2416.232087986774,,77.61256305455768,115.18700066984492,156.68829945659854,val_6,val_3,val_0,val_0,val_2,571c0,,1da64,2fa6e,7ef86,
,,3997.872634233407,-0.005690244862807,14.98575009411674,203.73994192292145,,-60.74367535596633,,0.0195456975447986,val_5,val_6,val_1,val_2,val_0,0e536,,1da64,8a3e2,d34b0,
,,4165.469810804695,0.0006260682912056,21.400857230659447,2817.2995508202266,0.0463679257684441,-32.945803764297416,290.94845620036034,137.7009651078341,val_2,val_5,val_2,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2adde,
,,1334.3607830341468,0.0023905989834224,7.885928309248404,-148.71984841783674,-0.0105234225203411,17.95670164852412,,-0.2237842756293712,val_3,val_5,val_2,val_2,val_0,3e39e,,d73de,cfcb8,d34b0,
,,,0.0052865147016624,13.702335230001882,1388.5777520583304,-0.1583881886102299,61.517357841867465,,-57.58784408247973,val_3,val_3,val_3,val_1,val_1,dc12d,,e62e2,cfcb8,d34b0,
,,,0.0045229019822128,13.049061469409262,2181.7095583184287,,78.6942364710737,,-116.37715862405092,val_4,val_3,val_2,val_2,val_2,8cf49,,1da64,cfcb8,2adde,
,,3456.809690735385,-0.0004642219158417,15.855397880671994,1605.8778271185652,-0.0636539086281485,-14.676507109628512,,44.120986993127445,val_4,val_5,val_2,val_0,val_0,0e536,,1da64,cfcb8,7ef86,
,,,0.0108721797095473,-20.21339164605331,-1723.297240980665,,100.56864965474875,,-139.18374381016577,val_2,val_4,val_3,val_0,val_2,3e39e,,e62e2,2fa6e,d34b0,
,,,0.0064456611923527,9.820661102181704,3238.890054603625,,25.241124429948663,,-108.646234298518,val_5,val_5,val_0,val_1,val_1,3e39e,f1bdb,d73de,cfcb8,7ef86,548bc
,,,0.0079879032282563,13.882299322994292,1093.105537788556,-0.0587845677370579,100.83807725844729,,-79.30268270535129,val_3,val_3,val_0,,val_0,e82f8,3e294,d73de,8a3e2,39575,
,,652.653465994136,-0.0115679287871097,21.69309352754458,848.9064607807433,,-62.78912112172704,332.72594231358664,31.18396603134616,val_2,val_1,val_3,val_3,val_0,42b95,,1da64,8a3e2,2adde,548bc
0.089386022893771,,,0.0093160960184009,-19.75505398420701,-507.99195270351777,,85.83553025314228,,-182.49492452877283,val_0,val_2,val_3,val_0,val_2,3e39e,f1bdb,d73de,2fa6e,d34b0,
,,,0.0022263819909721,-9.387862775973687,3423.954468140504,,56.01732250287957,,-105.64621041361002,,val_5,val_0,val_1,val_1,de4bc,,e62e2,cfcb8,d34b0,
,,,0.0128744219612236,20.716251239654607,1113.8483575003395,,71.54727015712862,200.57868922825884,98.61555247999108,val_5,val_2,val_3,val_0,val_2,8cf49,,d73de,2fa6e,7ef86,
,338.3162509264624,,0.0012353701204545,4.397179325284794,-986.9141106832068,,32.98301783394304,42.92097706684537,96.56378883289788,val_2,val_4,val_2,val_1,val_1,8cf49,,1da64,8a3e2,2ea90,548bc
,,-179.96773643016812,0.0024402221085697,1.2673487845544302,-712.0835279119634,-0.0326645553619555,28.42985557348804,,99.60906397413436,val_2,val_3,val_2,val_2,val_1,de4bc,,1da64,8a3e2,2ea90,
,,745.3328157661281,-0.0028154224084315,3.457842868641497,-802.5252473150048,,73.70714141645799,,56.08475591865758,val_3,val_3,val_3,val_1,val_1,de4bc,,1da64,cfcb8,2ea90,
,,,0.0030470341176803,-5.477869225766564,1272.2869433096455,,23.244103578276924,,-73.01781443954965,val_5,val_1,val_2,val_0,val_2,de4bc,,1da64,2fa6e,2adde,
,,,-0.0070965143972292,22.340303560936825,1453.5002624820866,-0.0913567642074225,-77.09427165823475,,92.38943244177436,val_1,val_3,val_3,val_3,val_0,42b95,,1da64,cfcb8,2adde,
,,,0.0048495874166806,3.546886326713733,-899.9742504857774,,83.13361077968091,,-130.12303579198468,val_3,val_1,val_0,val_1,val_2,571c0,,1da64,8a3e2,39575,
,,,0.0037527494069008,21.032182941226743,528.0745023459411,,29.158348537080325,,160.1685498991201,val_0,val_0,val_3,val_1,val_1,dc12d,f1bdb,d73de,2fa6e,2adde,548bc
0.1472805550406244,,,0.0005408206617765,-6.160688452544868,2538.3426621179647,0.0118337870366303,-86.80483385077963,,-30.734005651718903,val_6,val_7,val_0,val_0,val_1,e82f8,,d73de,cfcb8,39575,548bc
,477.8071821016104,,-0.0060605111720821,6.543654017725504,1983.5492507727804,0.0888285374089521,36.13097279800027,,170.70810833694952,val_3,val_5,val_1,val_0,val_1,de4bc,,1da64,8a3e2,2adde,
0.0198327498949482,256.8407020238073,,0.0038349857700589,4.498369698770463,-3040.07389123953,,7.146213096371815,,39.62251927860855,val_4,val_2,val_2,,val_1,e82f8,,d73de,8a3e2,7ef86,548bc
0.0502151409898518,,,0.0032211745401419,2.5332631302993573,-1173.2906603041818,,17.56414019052125,61.54726370600692,28.011305723337653,val_2,val_3,val_2,val_2,val_1,a9223,4c8db,1da64,8a3e2,2ea90,
,343.3137357826106,,0.0073185999004713,-3.865221463351652,-2466.6876550458546,,86.54774029522106,42.6333029458937,77.9939005239942,val_6,val_3,val_0,val_1,val_1,571c0,,e62e2,2fa6e,2adde,548bc
,-711.3273526542513,,0.0130063031988578,13.77071960680271,2140.484189919888,0.1337550196477769,95.78613308474525,,103.04327110333016,val_3,val_4,val_3,val_0,,e82f8,f1bdb,d73de,2fa6e,d34b0,
0.0416285248005687,,4116.042355965585,0.0027363561891961,21.505755332498115,3097.9212912324774,,-43.469837403882174,,-111.68500497168604,val_6,val_4,val_1,val_2,val_0,3e39e,f1bdb,d73de,cfcb8,7ef86,
,,2788.905133012284,0.0079294534606776,16.829298312145415,2251.6806984458444,,61.47143364544261,-55.42312347669503,-117.57242063637597,val_3,val_4,val_3,val_1,val_2,dc12d,3e294,e62e2,2fa6e,d34b0,
0.1042836338362096,-302.8256834992059,,0.0074872317676608,21.62006121221573,1218.3651706100254,,19.328965168575568,-9.210836466544848,-19.53194553956473,val_5,val_4,val_3,val_1,val_1,de4bc,,e62e2,cfcb8,39575,548bc
0.0396098476153504,16.625423273147785,,0.0022255894549915,3.356351052178195,-907.3329765377914,-0.0171236022512059,3.3425923895371663,93.03040454600492,22.13333473829692,val_3,val_3,val_2,val_2,val_1,de4bc,4c8db,1da64,cfcb8,2ea90,548bc
,-189.93842847781767,,-0.000488578535038,-2.315087541631798,2479.3027352627937,-0.0100878608456271,-75.8861353953262,,-15.093968177995938,val_5,val_7,val_0,val_0,val_1,e82f8,3e294,d73de,cfcb8,39575,
0.1341835511461027,,2847.1405933050246,0.0084862974624272,0.1555005484514656,3503.2687098845217,-0.1348453048845812,91.4282440254475,,-16.274616138678294,val_4,val_4,val_0,val_0,val_1,de4bc,,e62e2,cfcb8,7ef86,
,100.45636501582612,,0.0032204673284511,19.28242220854843,590.5316960791181,,29.346554031958064,,153.73731910091507,val_0,val_0,val_3,,val_1,dc12d,,d73de,2fa6e,2adde,
0.1564172545517899,,,0.0100057466797742,20.403383025828266,815.9241117374472,,60.15618330925455,229.303722131063,162.3461626024452,val_2,val_6,val_2,val_0,val_0,8cf49,,e62e2,8a3e2,d34b0,
,,,0.0097706512538625,-9.077150680177,3101.820772578085,,91.4006019118326,,-54.35773164015456,val_5,val_5,val_0,val_0,val_1,de4bc,,d73de,8a3e2,7ef86,
,,320.7529333638326,0.0043035559383827,17.644789343918806,1407.4441755740302,,20.12232137960256,,153.52407175540938,val_0,val_0,val_2,val_0,val_0,dc12d,f1bdb,1da64,2fa6e,2adde,
0.2027504726730667,,4328.54949916273,0.012251379694762,-18.277471731346623,-672.1256437517386,0.0493764911360272,79.57111241357755,,-74.23518204261651,val_0,val_5,val_3,val_0,,3e39e,,1da64,2fa6e,d34b0,
