var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,target
,,,0.0007588444181177,1.515641709373981,3389.971866818052,,-21.66419748805732,,2.630272027171222,,val_6,val_1,val_0,val_2,de4bc,,e62e2,2fa6e,7ef86,,-0.01689038
,,-282.32040761129576,-0.0103150374312886,20.65072114471328,-190.608309459639,,-38.94925334875903,,192.4839953529284,val_6,val_4,val_3,val_2,val_2,dc12d,,d73de,2fa6e,2ea90,548bc,1.340798
-0.1578311421123916,,3392.2291385367344,-0.008326562743735,-2.831450442686438,-3477.475223122503,,97.3948433452344,287.98878022795634,122.2486851453412,val_6,val_5,val_0,val_3,val_0,571c0,,e62e2,2fa6e,2adde,,0.9241784
,,,0.00753430687529,20.196637335888266,-1352.4779231966766,0.09350430856512,-25.111632818871144,,-4.631108259473515,val_5,val_4,val_3,val_1,val_1,0d754,,d73de,2fa6e,7ef86,,-1.2513776
,,,-0.0023542742583055,12.160045109985834,3544.4771003949327,,15.155846649454494,324.31212477500344,-160.5056461569252,val_6,val_0,val_0,val_3,val_0,3e39e,,d73de,cfcb8,7ef86,,0.91945547
,,2862.9420548317207,-0.0007805847245136,0.2148779352731204,1882.2763178585767,-0.0481352243287282,-53.86594944510368,,-18.71582681079342,val_5,val_6,val_0,val_1,val_0,0e536,,d73de,cfcb8,2adde,,-0.036918405
,,,0.0058920958421661,17.5535480077272,2190.835512745853,,63.29646304805174,32.22585531194031,-79.52087440665807,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,cfcb8,d34b0,,-0.9656418
,,,0.0052611239138327,16.219768042800656,-899.7923324144687,,52.25598176160827,,-32.950797174393465,val_2,val_2,val_3,val_1,val_1,8cf49,,e62e2,2fa6e,7ef86,548bc,-0.68900627
,,,0.0101753159191338,8.528971253300888,1859.952941651368,,19.530813349862395,,-77.52597885185324,val_4,val_3,val_0,val_2,val_2,8cf49,f1bdb,d73de,2fa6e,2adde,548bc,-1.3793001
,,,0.0117985405052417,-18.556805376825984,-3976.540923807721,,38.51293109767773,,95.55762842852556,val_4,val_7,val_0,val_0,val_2,571c0,,e62e2,2fa6e,d34b0,,0.762317
,,3493.0822282522586,0.0038447411805304,7.957886214502301,1738.8948268053316,,61.03079871601684,,-79.1926267856103,val_3,val_3,val_2,val_2,val_2,42b95,4c8db,1da64,cfcb8,2adde,,-0.63489354
,-538.154450238847,,0.010974713215535,16.956513330273033,2363.190109450029,,77.9993619124631,,62.77049703169544,val_5,val_2,val_2,val_0,val_2,dc12d,,d73de,2fa6e,7ef86,,0.84417725
,,,0.003277025382433,4.802141105482951,594.5713298912353,-0.178022761426132,84.65337602291342,,193.34623340049487,val_5,val_4,val_3,,val_2,e82f8,,d73de,2fa6e,39575,548bc,1.2587471
,,,0.0065016994134763,3.528406878862304,1922.3517738941,,-73.30895510975441,-109.61070312769566,132.47077273763108,val_5,val_7,val_0,val_0,val_1,dc12d,3e294,d73de,2fa6e,2adde,,-1.3158143
0.0045925547370351,,,0.0010080247451994,6.12572674326813,1171.9832780287618,0.021656626313162,33.02915042350657,,92.6959424985639,val_2,val_3,val_2,,val_1,de4bc,,1da64,2fa6e,2adde,,-0.41757083
,,,0.0103925778514586,-11.192911434795796,-2052.3074905722174,-0.1996045342769298,89.56758999238603,-174.6906425789117,-136.1576380483782,val_2,val_3,val_0,val_1,val_2,0e536,,e62e2,2fa6e,d34b0,,0.45522678
,,,-0.0030486352028837,12.909602230804818,-1132.0052750711034,,26.8785629208348,,-90.11862103177128,val_1,val_2,val_2,val_2,val_2,42b95,,1da64,8a3e2,39575,,1.1218611
,,4014.654213511849,0.0044946159046152,11.056472707534148,1097.5332861233155,,33.50927408666791,,153.86752047034403,val_3,val_6,val_0,,val_2,dc12d,f1bdb,e62e2,2fa6e,2adde,,-0.9100148
0.0291926690644167,,,-0.0025261331522775,-3.392760985148417,1053.6335607866004,,-57.71190133276456,,-53.76806920741905,val_4,val_6,val_0,val_2,val_0,e82f8,,d73de,cfcb8,2adde,,-0.068509705
,,4219.621534160572,0.0078866861541689,12.628603046990404,4068.838156604447,,28.497963042920613,,-80.25566328284671,val_5,val_2,val_2,val_2,val_1,dc12d,,1da64,2fa6e,39575,548bc,-1.0274323
-0.1351723403691333,,,-0.0126039243641411,21.601707855508945,-643.6651854328811,,-75.76451857242968,,24.41991328291976,val_1,val_0,val_3,val_3,val_0,42b95,3e294,1da64,8a3e2,2adde,548bc,1.1571392
,,,-0.0034703472788588,5.92430404573344,89.18834803423351,,6.162553330731939,-63.99788676209141,88.21413198271472,val_5,val_3,val_1,val_2,val_0,8cf49,,1da64,2fa6e,2ea90,548bc,-0.61621255
,-297.73436843928914,,0.0041144166051842,-17.21284568051758,2564.024773933853,-0.1814805357786797,81.11717757732842,,-156.06340648863628,val_1,val_2,val_0,val_1,val_2,de4bc,,e62e2,2fa6e,7ef86,,0.3629217
,,,-0.0089029744492875,21.398445686838382,4306.14421103164,,-21.436573901185938,,48.2988556369964,val_2,val_4,val_1,val_3,val_0,dc12d,,e62e2,2fa6e,2ea90,,1.1816701
,-407.1336643235693,,-0.0067736382023452,16.280317740247373,171.35346369707406,,-61.37870223081884,,101.72059192193018,,val_5,val_1,val_0,val_0,e82f8,,1da64,cfcb8,2adde,,0.7611915
,-682.6959708198287,,0.0023372638931617,17.59183106316772,-120.9744350799177,,-4.95491244303864,-451.8200483226224,65.03671611122954,val_5,val_1,val_2,val_0,val_1,8cf49,,1da64,cfcb8,2adde,,0.7781839
,,,-0.002165263987058,-6.144251600149142,1233.7575786566458,,-72.69615919108541,,-70.09522012655599,val_4,val_6,val_0,val_3,val_0,e82f8,3e294,d73de,cfcb8,2adde,,-1.4514059
,,2526.361507802638,0.0054887619490119,15.718175036774513,1449.6697113622856,,69.33916471641348,139.59608111318553,-59.14597220703595,val_3,val_3,val_3,val_1,val_1,dc12d,,e62e2,cfcb8,d34b0,,-1.8706218
,,,0.0120115204488361,-21.0936862282947,-1957.2601794562584,,61.40409087286636,221.16496013988692,-200.234569092454,val_0,val_3,val_3,val_0,val_2,3e39e,f1bdb,d73de,2fa6e,d34b0,548bc,0.99165004
,,,-0.0023161104003866,2.476254729003463,-586.646391270099,0.0023127457815348,11.115021569500003,,161.4186398569224,val_1,val_4,val_2,val_1,val_1,0e536,,e62e2,8a3e2,2adde,548bc,-0.24502479
,,4382.205506774161,-0.0039069186874609,-3.061146748140725,2027.910774666621,,-90.1634813422126,,134.73692781255934,val_4,val_7,val_0,val_0,val_1,8cf49,3e294,d73de,2fa6e,2adde,,-1.3660249
,,,-0.0020159027421804,11.793591808625052,1753.104809833166,,34.48400650217213,,96.43468354234392,val_5,val_5,val_3,val_0,,de4bc,,1da64,cfcb8,7ef86,548bc,-1.0609071
,,,0.0078109272669301,17.933817817214116,2221.6446072191197,-0.2123762025810475,13.308842366976322,80.99666207692896,-54.84974304581835,val_6,val_4,val_3,val_1,val_1,dc12d,3e294,e62e2,2fa6e,2adde,,-0.33046332
,1732.3228702847093,,-0.020298297037502598,20.72840951909474,-4646.581793009852,,-159.97946282930445,,36.876499329846766,val_0,val_4,val_3,val_1,val_2,0e536,f1bdb,e62e2,2fa6e,d34b0,548bc,1.7871419
,,-1010.9554310254144,-0.0071721394424447,19.11018900284251,607.2870465400628,,13.122106220330608,-467.6325398406713,-52.15785733486094,val_6,val_0,val_2,val_0,val_2,8cf49,,1da64,cfcb8,2adde,548bc,0.9011249
0.0437925577201071,131.2214031029787,,0.0017851265895627,0.2789886179420789,-1014.7102242395528,0.0622208186593645,37.53172083443907,11.443340451296194,83.98437960523714,val_3,val_4,val_2,val_1,val_1,de4bc,,1da64,2fa6e,2ea90,,-1.0296135
,,-862.3374836586125,0.0038230946233017,-17.430384123738804,2452.033021127906,,61.15994594860248,-161.83832519337855,-147.45966735442184,val_1,val_3,val_1,val_0,val_2,de4bc,f1bdb,e62e2,cfcb8,7ef86,,0.45682585
,370.03335382835286,,0.0061094868364419,9.314513408313283,2536.8129543974874,,-24.132970956472395,-318.4663937781366,212.45560853144377,val_2,val_6,val_0,val_0,val_2,dc12d,,e62e2,2fa6e,2adde,548bc,-0.6299922
,-179.48554608064677,4154.932718200319,-0.001810498496107,-0.993236772039346,830.4977611290175,,-83.64654753196598,,30.961169998706804,val_4,val_7,val_0,val_2,val_0,8cf49,,d73de,cfcb8,2adde,,-0.7482704
-0.0271113370056159,,,0.007451804262107,19.32647221074598,2252.762020140819,-0.2140545008751768,63.44903508225941,,-117.73316820394182,,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,,-0.3728206
0.0724484871563997,,,0.0023163575301225,-16.746757670372112,3309.374436289199,-0.1739976506230154,81.5456126779239,,-163.9579745901493,val_4,val_5,val_0,val_0,val_2,de4bc,f1bdb,e62e2,cfcb8,39575,548bc,0.37922972
0.0850713210461308,-84.37479574668534,,9.4744012266084e-05,6.626355212853404,3569.2138833997647,,-11.958063649709317,,-25.09499586257985,val_4,val_7,val_2,val_0,val_1,e82f8,3e294,d73de,cfcb8,7ef86,,-1.4582659
,796.2872108967852,,-0.0071936717559463,22.331054714661416,3403.890679064464,,-80.1185294000958,,165.7286780118499,val_2,val_4,val_1,val_3,val_0,3e39e,,e62e2,cfcb8,2ea90,,1.3151857
,,,0.0005430521787601,-1.6143009348981658,-1505.0536197876274,,25.12815415626364,121.77273072125928,54.41536378742514,val_3,val_3,val_2,val_2,val_1,42b95,,d73de,cfcb8,2ea90,,-0.51399153
0.0346064252430471,,,0.000707234216932,24.643820922374672,2253.900217761028,,-58.863086223333895,340.3080459627656,184.48137147560684,val_1,val_6,val_2,val_2,val_0,3e39e,f1bdb,1da64,cfcb8,2ea90,,1.1814256
,-502.4329114769329,,-0.0039072399083168,11.075057974642016,-1245.1329334823613,,89.75253007274333,,2.037951903185426,val_3,val_2,val_1,val_1,val_1,8cf49,,d73de,8a3e2,39575,548bc,0.925157
,,,0.0073045570041864,13.110458531783015,2260.8635287985035,-0.1816245839818918,28.13721862548036,,-36.527428552589626,val_4,val_4,val_1,val_2,val_2,8cf49,f1bdb,e62e2,2fa6e,2adde,548bc,-1.8538883
,,,0.0048963809780538,18.02574677585369,-2924.138005242195,,57.417565450863606,,167.03520403085113,val_0,val_0,val_3,val_1,val_2,dc12d,,e62e2,8a3e2,7ef86,,-0.5859232
-0.1709043246515821,,992.6963647045808,0.0105798687307143,7.246978664862611,-4212.280258718315,,82.88661899321748,,74.00128521115188,val_6,val_5,val_0,val_3,val_2,571c0,3e294,e62e2,2fa6e,2adde,,1.0118531
0.1617152896065156,-232.6489487465309,,0.0042321971076591,-1.2843804141501398,3758.37540090008,,76.60749354298416,,-84.38052811250485,val_5,val_3,val_0,val_1,val_1,de4bc,f1bdb,e62e2,8a3e2,39575,,0.33145344
-0.0395767664591482,,,0.0019832240171797,23.860669228419603,2021.5764943843476,,-58.08364290337885,,127.9356143828147,val_1,val_5,val_3,val_3,val_0,42b95,4c8db,1da64,2fa6e,2ea90,,1.084931
0.0639938911267498,579.3767200648688,1541.2282893507474,0.0019736822759383,15.78368567070316,2561.5864096406794,,-8.18909978146263,,-26.19049669598441,val_1,val_3,val_2,val_3,val_0,de4bc,f1bdb,1da64,2fa6e,2adde,,1.1687523
0.0028980829806932,,,0.0075469711987352,19.27587357778215,2792.4909513486064,,-8.423274506875702,,52.16346973873549,,val_4,val_1,val_1,val_1,3e39e,,d73de,cfcb8,7ef86,548bc,0.6745276
,,,0.008615161518451,12.85207547732748,721.0494657437664,,90.95229528923386,,-68.28137760051959,val_4,val_1,val_0,val_0,,8cf49,,d73de,8a3e2,39575,,1.0749999
-0.0286406087486614,,,0.0089457427118106,-13.96298630330998,-2379.471055271913,,79.57682733049921,,-14.307596589860491,val_1,val_6,val_3,val_0,val_2,571c0,,1da64,2fa6e,d34b0,,0.62594646
,,3527.9511661331726,0.0033805940130686,22.924417747723595,2458.676978089664,,-15.711429821339156,301.0360561315029,138.27199819998242,val_3,val_4,val_2,val_1,val_0,dc12d,,1da64,cfcb8,2ea90,548bc,0.69680715
-0.0266272191086577,,,0.0049951281888045,16.69367127128756,1406.7314438303497,-0.1887642939203018,70.6396438643652,,-65.53547600252153,val_3,val_3,val_3,val_1,val_1,dc12d,4c8db,e62e2,cfcb8,d34b0,,-1.8399165
-0.0247290573589743,,,-0.0083728673037159,21.47891697426355,-1100.4987289534731,,-35.72103523752762,,179.07130216126774,val_6,val_3,val_2,val_0,val_1,8cf49,,e62e2,8a3e2,2adde,548bc,1.0652074
,,,0.0103522120532533,-0.6598857410095477,2910.209685378431,,81.59664427228986,,7.778066717949605,val_3,val_5,val_1,val_0,val_2,de4bc,,e62e2,cfcb8,7ef86,,0.38180414
,,,0.008171221867464,12.98421494253826,1239.4085838311437,,-76.53917591436937,-17.997313907552083,72.83264911485605,val_6,val_6,val_0,val_1,val_1,dc12d,,d73de,2fa6e,2adde,,-1.8378162
,,,0.0077919451219791,18.674598021315145,2347.819517989656,,66.96163918604177,,-111.22431582000496,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,548bc,-0.3637026
,,,0.0080349295791485,-16.88546441648632,184.48884190692507,,75.12962591688682,-430.075145948265,-163.53956048062517,,val_7,val_1,val_0,val_2,de4bc,,e62e2,cfcb8,d34b0,,0.7861518
,684.8010522017515,,-0.0091525620982766,-1.1812398850189902,-1157.3936694223496,,-41.60745618023067,,200.84886929814985,val_3,val_4,val_0,val_0,val_1,de4bc,,d73de,8a3e2,2adde,,-1.9143122
,,-2461.984776930092,0.0029087738736153,-14.814600218116588,2432.340198907498,,77.70902435315504,,-136.264589744736,val_1,val_3,val_0,,val_2,de4bc,,e62e2,2fa6e,7ef86,,0.32296684
,,,0.0144672548479035,-21.943681635546888,-2176.549808336961,,96.08823955825784,,-196.8233796196332,,val_3,val_3,val_0,val_2,3e39e,,d73de,2fa6e,7ef86,,1.6119343
0.0977531075129103,,,-0.0047894268612401,9.90833215342235,1197.8532501768043,,31.07498085248599,,150.42797695713637,val_2,val_4,val_1,val_1,val_0,de4bc,,1da64,8a3e2,2adde,,-0.86565655
-0.1309455355878926,,,-0.0048309599530913,-11.372232503494292,-4254.045184401614,,100.69082454740648,,149.4932696946081,val_6,val_7,val_0,val_3,val_2,571c0,,e62e2,2fa6e,2adde,,0.8166915
-0.0345823481369684,,3203.5455927320745,0.0069143812159418,18.53028001654533,1902.323808162013,-0.2096730714486341,73.61246735393131,,-87.67814141226347,,val_3,val_3,val_1,val_1,dc12d,,e62e2,2fa6e,d34b0,,-0.7922641
0.0857088954808454,,,0.0037638874532734,6.7214733449456485,2654.502486459729,,-74.30276432766523,,-103.81502263939112,val_3,val_7,val_1,val_0,,dc12d,,d73de,cfcb8,2adde,548bc,-1.0484407
,,,0.0005055133152893,-0.54504306169222,2.8283838542402955,,-45.80348381625773,,-3.8035364565268135,val_4,val_3,val_0,val_3,val_1,e82f8,,d73de,8a3e2,2ea90,,-0.74790764
,-450.1258424859612,2868.3052884109384,0.0112700375519206,-5.416534600808486,2776.21221265218,0.087007196514499,96.70374811981672,,-23.95523384409336,,val_5,val_0,val_0,val_1,de4bc,,d73de,8a3e2,7ef86,,0.6239295
,,,0.0129025632026317,14.863778197154891,-162.22460180630745,,97.8462440761294,,190.1877981161342,val_6,val_5,val_2,val_0,val_2,8cf49,f1bdb,d73de,8a3e2,7ef86,,1.2233613
-0.1183893430357754,,,0.0101051568865474,-21.889455145469597,-4082.4028101044746,-0.1097492763190085,86.0041520911151,,17.008357939518294,val_5,val_6,val_0,val_0,val_2,571c0,,d73de,2fa6e,2ea90,548bc,1.2602015
,,,0.007195403576126,14.541226507769988,2889.5992083046176,-0.2286823180474079,56.3878137146618,,59.76995310936502,val_5,val_5,val_3,val_1,val_1,dc12d,,1da64,2fa6e,2adde,548bc,-0.60388905
-0.0002530004595753,-371.1614453219597,,0.0045247370519533,14.390509073331094,1593.393476640224,-0.151579427875011,62.41343420982629,194.401325928438,-50.47232404209337,val_3,val_3,val_3,val_1,val_1,dc12d,4c8db,e62e2,cfcb8,d34b0,,-0.57358813
,,,0.0049729018088108,16.766883600983686,2055.31817947424,,69.97494039373038,100.36336586930324,-65.36349562663085,val_3,val_4,val_3,val_1,val_1,dc12d,,e62e2,cfcb8,d34b0,,-1.0506464
,,,0.0138097444363908,-20.764645912932608,-1800.6209951203682,,104.41187123908428,,-197.6649441795136,val_0,val_2,val_3,val_0,val_2,3e39e,f1bdb,d73de,2fa6e,d34b0,,1.6047407
0.1236428206269504,-238.23908463526672,5359.412320982258,0.0130185162834816,-18.88797180782319,-2686.5769429352945,,91.27454172336904,,-175.89750577150556,val_1,val_3,val_3,val_0,val_2,3e39e,f1bdb,d73de,2fa6e,d34b0,,1.6870909
,,,0.0073683140859952,-16.701647042983588,2335.0147947623086,,85.0135782649844,-90.8791801649304,-142.60816623524386,val_0,val_4,val_1,val_0,val_2,3e39e,f1bdb,e62e2,2fa6e,d34b0,,0.5105555
,263.9967986212406,4669.05434646368,-0.0083049692453084,11.735562312320187,2790.929325198445,0.1435365718688809,-82.22055920113772,,92.87030704602208,val_5,val_6,val_2,val_2,val_0,8cf49,3e294,d73de,8a3e2,2ea90,,-1.3692023
,,3212.2891969127254,-0.0094748919309013,20.313163392802277,750.7546579308457,-0.0411946061200486,-60.30345721281792,-86.67276955575053,91.70679131819342,val_2,val_1,val_2,,val_0,42b95,4c8db,1da64,cfcb8,2adde,,0.78445446
0.054696775003916,55.298549252482815,,-0.0004379384495174,-0.8698800010346612,-695.7558504530035,,29.089435751789814,,37.95460325359829,val_4,val_3,val_2,val_2,val_1,42b95,,1da64,2fa6e,2ea90,,-1.2807332
,,2425.9964753018,0.0060342413289638,16.387833348291284,2242.952535937297,,58.055619324357565,,-99.17185651222064,val_3,val_4,val_3,val_1,,dc12d,,e62e2,2fa6e,d34b0,548bc,-0.098077044
,,,0.0042732717905806,12.484093675595918,2209.487250866154,,81.14208585553085,,-117.3461083507033,val_4,val_2,val_2,,val_2,8cf49,,1da64,cfcb8,2adde,548bc,-1.1481783
,,,0.0017459607089963,-16.731117503182908,3060.1723152073546,,85.07452795991652,-245.92077781242665,-147.27749424505123,val_1,val_2,val_0,val_1,,de4bc,,e62e2,cfcb8,7ef86,,0.34639782
0.0474060640899598,,,0.0063430865777435,-2.5155921253496096,3076.487047026616,,36.36092226422451,83.10129959184013,-82.23623780709497,val_5,val_4,val_0,val_1,val_1,0d754,,e62e2,cfcb8,7ef86,548bc,0.25352314
,161.0147739227747,,-0.0026091285909105,0.4467395571263416,-112.02947555113492,0.0718888700702585,43.03132879088832,,36.07244781169184,val_4,val_3,val_2,val_2,val_1,de4bc,,1da64,2fa6e,2ea90,,-0.8779958
,,,0.0017058655823827,19.43342669292433,3068.895554128345,,37.525825781075504,479.1338825860484,-19.8657295590176,val_3,val_4,val_1,val_2,val_1,42b95,,e62e2,8a3e2,39575,,0.6292312
,298.0348988261408,3128.901384314192,0.0013949596444518,16.98576809758183,3321.2993653536696,,34.23912690379223,,16.24024666541446,val_2,val_4,val_1,,val_0,3e39e,,1da64,cfcb8,2adde,,0.35583824
,,,0.0003521867017177,-1.358622657126605,1595.9454230049846,-0.1333685682220132,-91.16429115674808,342.4883504403626,10.17674132912457,val_4,val_6,val_0,val_2,val_0,a9223,3e294,d73de,cfcb8,2adde,,-0.9582723
-0.0279348665909198,,,0.0060767806260257,17.00266836534196,2210.85431041835,,63.3482505090563,,-94.1819854357934,val_3,val_4,val_3,val_1,val_2,dc12d,,e62e2,2fa6e,d34b0,,-0.44836175
,-530.29826170289,,0.0057561945637614,15.71724415166806,203.9119915967548,,-64.4079614080081,,-9.976323906873809,val_6,val_0,val_3,val_0,val_1,8cf49,,d73de,2fa6e,2adde,,1.3850992
0.0513650369456152,,,-0.0003973631347698,-11.628497551069994,3690.768431694711,,60.568194204852674,-241.3461379235129,-100.03147037094772,,val_4,val_0,val_1,val_1,de4bc,,e62e2,cfcb8,7ef86,,0.14001447
,,,-0.0029338826371817,3.2878146362158183,345.84051498386884,,78.62743763991027,110.33417394139316,76.08665927688654,val_4,val_3,val_2,val_1,val_1,de4bc,4c8db,1da64,2fa6e,2ea90,,-1.2414173
,-785.6451929656968,,-0.0042801225901433,22.283250358767997,-157.89368048978665,,-14.18553993908182,,-11.852527920509152,val_6,val_0,val_2,val_0,val_2,8cf49,,1da64,cfcb8,2adde,,1.528924
,277.14647056863777,,0.0050238602471439,6.80237561271409,-1420.6505107450828,-0.0337877740933521,31.06658154937121,,49.90809543960332,val_2,val_2,val_2,val_2,val_1,8cf49,,1da64,8a3e2,2ea90,,-1.0853819
,,,-0.0001908988329842,5.245805569207503,-714.3230811351394,,21.61779292778738,,129.83969540250902,val_2,val_4,val_2,val_1,val_1,0e536,,1da64,8a3e2,2ea90,,-0.31265044
,100.1936860677394,,-0.0068994320179565,11.75160629552247,-1864.4087883909824,,-14.222413162322653,,22.340877673307148,val_1,val_4,val_2,val_3,val_1,571c0,3e294,1da64,8a3e2,2adde,,1.6107892
0.1402565353227294,,440.2773445760049,0.0106941927629381,-18.692031845172878,-251.230214708366,,89.88198812899344,,-166.35041875297455,,val_4,val_1,val_1,,3e39e,f1bdb,e62e2,2fa6e,d34b0,,0.597558
,,,0.0031019019381111,-11.890843354232167,3173.1068501411387,,68.04064940888723,,-94.37679945481732,,val_4,val_1,val_0,val_2,de4bc,,e62e2,2fa6e,7ef86,548bc,0.4041431
,,2728.8145679427507,0.0055903915433353,16.958313473945783,2073.524248031139,,71.32419060030651,,-67.350086583828,val_3,val_3,val_3,val_1,val_1,dc12d,,e62e2,cfcb8,d34b0,,-0.5492385
,580.4239077198939,,0.0091169304836374,22.56696759735316,2492.4049110901715,0.2055992506529801,14.213418702532168,,92.46025353813576,val_5,val_5,val_3,val_1,val_2,8cf49,f1bdb,e62e2,8a3e2,2ea90,,1.1061649
,-556.1329864104011,,0.0070752120052032,21.047690124829312,2651.3420525844035,-0.2318603936597567,72.36243347388758,,-121.19416926125716,,val_4,val_3,val_1,val_2,dc12d,,e62e2,cfcb8,d34b0,548bc,-1.2099864
,,-30.178885260066707,0.0011327094645446,2.0203624650315337,-1584.119814586072,0.0757085953045148,-15.5473043302398,141.41515723976175,40.26877378376975,val_3,val_4,val_2,val_2,,42b95,,d73de,8a3e2,39575,548bc,-0.68284744
,236.19673414322168,595.3725370014447,-0.0006971280686584,2.91911135798298,141.86788049295114,0.0697492117562641,-1.5481113459567806,,25.803230827920856,val_2,val_3,val_1,val_2,val_1,8cf49,,1da64,8a3e2,2ea90,,-0.77199537
,,-599.9730941539676,0.003975114066363,5.435118246165298,-3003.748341355193,,11.94600951947174,,32.663264483235345,val_3,val_2,val_3,val_2,val_1,3e39e,,d73de,8a3e2,7ef86,,-0.6120346
,,,-0.0036644736614461,23.78901377973775,2450.824025714197,,-52.434083721347314,,108.31468243969375,val_1,val_4,val_3,val_3,val_0,3e39e,,1da64,2fa6e,2adde,,1.0558033
,,,0.0053908517289138,8.744104639705272,1050.6368786422845,,-72.54076855137498,,23.7892639007198,val_5,val_7,val_0,val_0,val_1,dc12d,3e294,d73de,cfcb8,2adde,,-0.6367996
0.0567251057649655,,189.1943175223836,0.0014176787303937,3.497242094246673,288.47734558273794,,50.25492726647266,,58.3570354343071,val_3,val_4,val_2,val_1,val_0,de4bc,,1da64,2fa6e,2ea90,,-0.5838121
,-65.42358100979233,,-0.0032905900324883,13.862152309618985,1093.3051128635193,,75.35334831356046,,51.87667710083239,val_3,val_6,val_3,,val_1,8cf49,4c8db,1da64,cfcb8,d34b0,,-0.46207985
0.181491950926833,,,0.0144706219308033,-19.661946012549336,-3961.587818616454,,84.56946069768178,,-158.57141096730473,val_2,val_4,val_1,val_2,val_2,571c0,,d73de,2fa6e,d34b0,548bc,1.2502415
,,,0.0046181511360838,17.911473331157204,813.7801440244408,,10.76410076929607,,150.78235445851809,val_0,val_0,val_2,val_0,val_0,dc12d,f1bdb,e62e2,2fa6e,2adde,,-0.92515886
,289.37043227879,,-0.0040111675223791,13.027527048005089,741.4635935413609,0.0235817052897844,34.29441819519623,,58.74573540557024,val_5,val_4,val_3,val_0,val_1,de4bc,f1bdb,1da64,cfcb8,2adde,,-0.47766346
,,,0.0108229143728086,9.362435341158305,470.5828739987496,,50.2791856406494,,88.22906105702678,val_2,val_1,val_3,val_1,val_2,8cf49,,d73de,2fa6e,2ea90,,1.6776819
